,Date,EPS,Cons.,Cons..1,Surprise,Revs,Ticker,Market Cap,Sector,BeforeOpen,NormDate
12,2011-11-08,1.0,$1.05,$721.64M,-0.05,$714M,IFF,"2,559,115.52",Materials,False,2011-11-09
13,2011-08-09,0.97,$0.96,$701.67M,0.01,$715.59M,IFF,"2,559,115.52",Materials,False,2011-08-10
14,2011-05-10,1.03,$0.94,$641.04M,0.09,$714M,IFF,"2,559,115.52",Materials,False,2011-05-11
15,2011-02-10,0.69,$0.74,$621.48M,-0.05,$630M,IFF,"2,559,115.52",Materials,False,2011-02-11
1,2013-11-05,0.45,$0.49,$1.59B,-0.04,$1.54B,EXPD,"2,557,646.94",Industrials,True,2013-11-05
2,2013-08-06,0.45,$0.43,$1.54B,0.02,$1.5B,EXPD,"2,557,646.94",Industrials,True,2013-08-06
3,2013-05-01,0.39,$0.40,$1.41B,-0.01,$1.41B,EXPD,"2,557,646.94",Industrials,True,2013-05-01
4,2013-02-26,0.4,$0.43,$1.51B,-0.03,$1.53B,EXPD,"2,557,646.94",Industrials,True,2013-02-26
5,2012-11-06,0.42,$0.43,$1.6B,-0.01,$1.53B,EXPD,"2,557,646.94",Industrials,True,2012-11-06
6,2012-08-07,0.39,$0.43,$1.59B,-0.04,$1.5B,EXPD,"2,557,646.94",Industrials,True,2012-08-07
8,2011-11-01,0.5,$0.49,$1.73B,0.01,$1.61M,EXPD,"2,557,646.94",Industrials,True,2011-11-01
9,2011-08-02,0.44,$0.46,$1.64B,-0.02,$1.58B,EXPD,"2,557,646.94",Industrials,True,2011-08-02
10,2011-02-22,0.45,$0.45,$1.69B,0.0,$1.58B,EXPD,"2,557,646.94",Industrials,True,2011-02-22
4,2013-10-29,0.36,$0.34,$701.23M,0.02,$709M,AMTD,"2,552,292.38",Financials,True,2013-10-29
5,2013-07-23,0.33,$0.31,$705.99M,0.02,$725M,AMTD,"2,552,292.38",Financials,True,2013-07-23
6,2013-04-16,0.26,$0.26,$674.98M,0.0,$679M,AMTD,"2,552,292.38",Financials,True,2013-04-16
7,2013-01-22,0.27,$0.24,$632.48M,0.03,$651M,AMTD,"2,552,292.38",Financials,True,2013-01-22
8,2012-10-29,0.26,$0.25,$641.94M,0.01,$647M,AMTD,"2,552,292.38",Financials,True,2012-10-29
9,2012-07-17,0.28,$0.26,$666M,0.02,$667.3M,AMTD,"2,552,292.38",Financials,True,2012-07-17
10,2012-04-17,0.25,$0.26,$672.18M,-0.01,$673.1M,AMTD,"2,552,292.38",Financials,True,2012-04-17
11,2012-01-17,0.27,$0.26,$671.54M,0.01,$653.4M,AMTD,"2,552,292.38",Financials,True,2012-01-17
12,2011-10-25,0.29,$0.31,$714.99M,-0.02,$703M,AMTD,"2,552,292.38",Financials,True,2011-10-25
13,2011-07-19,0.29,$0.29,$689.21M,0.0,$684.8M,AMTD,"2,552,292.38",Financials,True,2011-07-19
14,2011-04-18,0.3,$0.28,$699.56M,0.02,$718.2M,AMTD,"2,552,292.38",Financials,True,2011-04-18
15,2011-01-18,0.25,$0.25,$648.41M,0.0,$656.2M,AMTD,"2,552,292.38",Financials,True,2011-01-18
3,2013-11-25,-0.12,-$0.17,$117.68M,0.05,$127.9M,WDAY,"2,552,645.04",Information Technology,False,2013-11-26
4,2013-08-27,-0.13,-$0.18,$100.5M,0.05,$107.6M,WDAY,"2,552,645.04",Information Technology,False,2013-08-28
5,2013-05-22,-0.15,-$0.18,$86.91M,0.03,$91.65M,WDAY,"2,552,645.04",Information Technology,False,2013-05-23
6,2013-03-07,-0.16,-$0.20,$78.24M,0.04,$81.5M,WDAY,"2,552,645.04",Information Technology,False,2013-03-08
7,2012-11-28,-0.39,-$0.59,$63.97M,0.2,$72.6M,WDAY,"2,552,645.04",Information Technology,False,2012-11-29
4,2013-10-28,1.1,$0.92,$860M,0.18,$861M,ACGL,"2,544,833.98",Financials,False,2013-10-29
6,2013-04-29,1.17,$0.96,$932.98M,0.21,$890.1M,ACGL,"2,544,833.98",Financials,False,2013-04-30
10,2012-04-25,0.82,$0.72,$812.75M,0.1,$815M,ACGL,"2,544,833.98",Financials,False,2012-04-26
11,2011-10-25,1.19,$0.62,$658.32M,0.57,$765M,ACGL,"2,544,833.98",Financials,False,2011-10-26
4,2013-10-24,2.21,$1.98,$1.34B,0.23,$1.56B,ALK,"2,540,682.52",Industrials,True,2013-10-24
5,2013-07-25,1.47,$1.61,$1.27B,-0.14,$1.26B,ALK,"2,540,682.52",Industrials,True,2013-07-25
6,2013-04-25,0.62,$0.53,$1.13B,0.09,$1.13B,ALK,"2,540,682.52",Industrials,True,2013-04-25
7,2013-01-24,0.7,$0.71,$1.12B,-0.01,$1.13B,ALK,"2,540,682.52",Industrials,True,2013-01-24
8,2012-10-25,2.09,$2.03,$1.28B,0.06,$1.27B,ALK,"2,540,682.52",Industrials,True,2012-10-25
9,2012-07-26,1.53,$1.51,$1.21B,0.02,$1.21B,ALK,"2,540,682.52",Industrials,True,2012-07-26
10,2012-04-19,0.39,$0.36,$1.04B,0.03,$1.04B,ALK,"2,540,682.52",Industrials,True,2012-04-19
11,2012-01-26,1.02,$1.14,$1.06B,-0.12,$1.04B,ALK,"2,540,682.52",Industrials,True,2012-01-26
12,2011-10-20,3.58,$3.31,$1.19B,0.27,$1.2B,ALK,"2,540,682.52",Industrials,True,2011-10-20
13,2011-07-21,2.44,$2.44,$1.11B,0.0,$1.11B,ALK,"2,540,682.52",Industrials,True,2011-07-21
14,2011-04-21,0.8,$0.71,$955.42M,0.09,$965.2M,ALK,"2,540,682.52",Industrials,True,2011-04-21
15,2011-01-25,1.28,$0.98,$941.4M,0.3,$958.5M,ALK,"2,540,682.52",Industrials,True,2011-01-25
4,2013-10-18,1.1,$1.12,$628.4M,-0.02,$622M,KSU,"2,539,043.60",Industrials,True,2013-10-18
5,2013-07-19,0.96,$0.95,$579.3M,0.01,$579M,KSU,"2,539,043.60",Industrials,True,2013-07-19
6,2013-04-19,0.99,$0.88,$572.19M,0.11,$553M,KSU,"2,539,043.60",Industrials,True,2013-04-19
7,2013-01-22,0.92,$0.83,$568.54M,0.09,$568M,KSU,"2,539,043.60",Industrials,True,2013-01-22
8,2012-10-19,0.82,$0.84,$578.42M,-0.02,$577.4M,KSU,"2,539,043.60",Industrials,True,2012-10-19
9,2012-07-17,0.85,$0.84,$569.93M,0.01,$545.3M,KSU,"2,539,043.60",Industrials,True,2012-07-17
10,2012-04-24,0.75,$0.72,$543.24M,0.03,$547.5M,KSU,"2,539,043.60",Industrials,True,2012-04-24
11,2012-01-23,1.01,$0.79,$549.7M,0.22,$530.3M,KSU,"2,539,043.60",Industrials,True,2012-01-23
12,2011-10-21,0.78,$0.74,$537.83M,0.04,$544.5M,KSU,"2,539,043.60",Industrials,True,2011-10-21
13,2011-04-21,0.58,$0.58,$482.93M,0.0,$489M,KSU,"2,539,043.60",Industrials,True,2011-04-21
14,2011-07-21,0.71,$0.70,$524.64M,0.01,$534.9M,KSU,"2,539,043.60",Industrials,True,2011-07-21
15,2011-01-27,0.5,$0.57,$476.19M,-0.07,$478.6M,KSU,"2,539,043.60",Industrials,True,2011-01-27
4,2013-10-29,0.36,$0.35,$189.73M,0.01,$193.6M,UDR,"2,523,457.20",Real Estate,False,2013-10-30
5,2013-07-30,0.37,$0.34,$188.54M,0.03,$191.83M,UDR,"2,523,457.20",Real Estate,False,2013-07-31
7,2013-02-05,0.35,$0.33,$184.38M,0.02,$182.45M,UDR,"2,523,457.20",Real Estate,False,2013-02-06
12,2011-10-31,0.32,$0.32,$186.33M,0.0,$187.32M,UDR,"2,523,457.20",Real Estate,False,2011-11-01
13,2011-08-01,0.32,$0.31,$172.49M,0.01,$176.77M,UDR,"2,523,457.20",Real Estate,False,2011-08-02
14,2011-05-02,0.3,$0.30,$169.33M,0.0,$164.52M,UDR,"2,523,457.20",Real Estate,False,2011-05-03
15,2011-02-07,0.28,$0.28,$164.01M,0.0,$167M,UDR,"2,523,457.20",Real Estate,False,2011-02-08
5,2013-07-24,0.21,$0.12,$420.6M,0.09,$440M,ETFC,"2,518,942.76",Financials,False,2013-07-25
6,2013-04-18,0.12,$0.12,$438.38M,0.0,$420M,ETFC,"2,518,942.76",Financials,False,2013-04-19
7,2013-01-24,-0.65,-$0.54,$472.46M,-0.11,$468M,ETFC,"2,518,942.76",Financials,False,2013-01-25
8,2012-10-18,0.1,$0.08,$440.12M,0.02,$490M,ETFC,"2,518,942.76",Financials,False,2012-10-19
9,2012-07-19,0.13,$0.12,$468.06M,0.01,$452.4M,ETFC,"2,518,942.76",Financials,False,2012-07-20
10,2012-04-19,0.13,$0.10,$467.65M,0.03,$489M,ETFC,"2,518,942.76",Financials,False,2012-04-20
11,2012-01-25,-0.02,$0.20,$488.94M,-0.22,$475M,ETFC,"2,518,942.76",Financials,False,2012-01-26
12,2011-10-19,0.24,$0.18,$520.59M,0.06,$507M,ETFC,"2,518,942.76",Financials,False,2011-10-20
13,2011-07-20,0.16,$0.16,$516.2M,0.0,$518M,ETFC,"2,518,942.76",Financials,False,2011-07-21
14,2011-04-20,0.16,$0.11,$388.54M,0.05,$537M,ETFC,"2,518,942.76",Financials,False,2011-04-21
15,2011-01-26,-0.11,$0.04,$321.77M,-0.15,$518M,ETFC,"2,518,942.76",Financials,False,2011-01-27
4,2013-10-24,2.02,$2.21,$16.91B,-0.19,$14.7B,BG,"2,513,749.77",Consumer Staples,True,2013-10-24
5,2013-07-25,0.74,$1.30,$15.81B,-0.56,$15.5B,BG,"2,513,749.77",Consumer Staples,True,2013-07-25
6,2013-04-25,1.15,$0.95,$13.99M,0.2,$14.79M,BG,"2,513,749.77",Consumer Staples,True,2013-04-25
7,2013-02-07,0.57,$2.33,$18.81B,-1.76,$17.04B,BG,"2,513,749.77",Consumer Staples,True,2013-02-07
8,2012-10-25,2.08,$2.14,$17.73B,-0.06,$17.29B,BG,"2,513,749.77",Consumer Staples,True,2012-10-25
9,2012-07-26,1.2,$1.34,$15.79B,-0.14,$15.09B,BG,"2,513,749.77",Consumer Staples,True,2012-07-26
10,2012-04-26,0.69,$1.18,$13.27B,-0.49,$13.45B,BG,"2,513,749.77",Consumer Staples,True,2012-04-26
11,2012-02-09,1.65,$1.57,$13.73B,0.08,$16.45B,BG,"2,513,749.77",Consumer Staples,True,2012-02-09
12,2011-10-27,0.86,$1.62,$14.32B,-0.76,$15.62M,BG,"2,513,749.77",Consumer Staples,True,2011-10-27
13,2011-07-28,1.78,$1.38,$13.4B,0.4,$14.49B,BG,"2,513,749.77",Consumer Staples,True,2011-07-28
14,2011-04-28,1.49,$1.28,$11.98B,0.21,$12.19B,BG,"2,513,749.77",Consumer Staples,True,2011-04-28
15,2011-02-10,1.99,$1.56,$12.11B,0.43,$12.73B,BG,"2,513,749.77",Consumer Staples,True,2011-02-10
4,2013-10-23,4.2,$4.76,$1.31B,-0.56,$1.4B,RE,"2,508,576.03",Financials,False,2013-10-24
5,2013-07-23,5.1,$4.25,$1.08B,0.85,$1.35B,RE,"2,508,576.03",Financials,False,2013-07-24
8,2012-10-24,4.82,$3.74,$1.05B,1.08,$1.01B,RE,"2,508,576.03",Financials,False,2012-10-25
9,2012-07-25,4.25,$3.77,$986.12M,0.48,$1.18B,RE,"2,508,576.03",Financials,False,2012-07-26
10,2012-04-25,4.48,$3.06,$1.05B,1.42,$1.25B,RE,"2,508,576.03",Financials,False,2012-04-26
12,2011-10-26,2.7,$1.85,$1.03B,0.85,$1.02B,RE,"2,508,576.03",Financials,False,2011-10-27
13,2011-07-27,2.46,$2.42,$1B,0.04,$1.18B,RE,"2,508,576.03",Financials,False,2011-07-28
14,2011-04-27,-5.95,-$5.83,$977.25M,-0.12,$1.21B,RE,"2,508,576.03",Financials,False,2011-04-28
15,2011-02-09,4.7,$2.97,$999.13M,1.73,$1.26B,RE,"2,508,576.03",Financials,False,2011-02-10
4,2013-10-30,0.39,$0.34,$1.96B,0.05,$1.9B,SEE,"2,504,404.04",Materials,True,2013-10-30
5,2013-08-02,0.35,$0.25,$1.97B,0.1,$2B,SEE,"2,504,404.04",Materials,True,2013-08-02
6,2013-05-01,0.24,$0.18,$1.86B,0.06,$1.9B,SEE,"2,504,404.04",Materials,True,2013-05-01
7,2013-02-19,0.34,$0.29,$1.95B,0.05,$1.98B,SEE,"2,504,404.04",Materials,True,2013-02-19
8,2012-11-02,0.31,$0.31,$1.98B,0.0,$1.9B,SEE,"2,504,404.04",Materials,True,2012-11-02
9,2012-08-02,0.2,$0.35,$2.05B,-0.15,$2B,SEE,"2,504,404.04",Materials,True,2012-08-02
10,2012-05-03,0.18,$0.21,$1.92B,-0.03,$1.92B,SEE,"2,504,404.04",Materials,True,2012-05-03
11,2012-02-09,0.42,$0.50,$1.29B,-0.08,$2.05B,SEE,"2,504,404.04",Materials,True,2012-02-09
12,2011-10-26,0.48,$0.49,$1.23M,-0.01,$1.25B,SEE,"2,504,404.04",Materials,True,2011-10-26
13,2011-07-27,0.4,$0.38,$1.18B,0.02,$1.21B,SEE,"2,504,404.04",Materials,True,2011-07-27
14,2011-04-27,0.36,$0.38,$1.12B,-0.02,$1.13B,SEE,"2,504,404.04",Materials,True,2011-04-27
15,2011-01-24,0.46,$0.46,$1.2B,0.0,$1.21B,SEE,"2,504,404.04",Materials,True,2011-01-24
3,2013-04-30,0.32,$0.24,$610.67M,0.08,$674.1M,AJG,"2,487,374.88",Financials,False,2013-05-01
4,2013-10-29,0.57,$0.62,$744.5M,-0.05,$835.8M,AJG,"2,487,374.88",Financials,False,2013-10-30
5,2013-07-30,0.62,$0.70,$716.72M,-0.08,$779.5M,AJG,"2,487,374.88",Financials,False,2013-07-31
6,2013-01-29,0.27,$0.38,$631.32M,-0.11,$673.2M,AJG,"2,487,374.88",Financials,False,2013-01-30
8,2012-07-31,0.55,$0.56,$609.83M,-0.01,$616.9M,AJG,"2,487,374.88",Financials,False,2012-08-01
9,2012-05-01,0.27,$0.26,$531.24M,0.01,$546M,AJG,"2,487,374.88",Financials,False,2012-05-02
13,2011-04-26,0.25,$0.24,$437.54M,0.01,$446.9M,AJG,"2,487,374.88",Financials,False,2011-04-27
4,2013-10-24,0.86,$0.73,$1.11B,0.13,$1.14B,CA,"2,485,314.91",Information Technology,False,2013-10-25
5,2013-07-24,0.78,$0.71,$1.1B,0.07,$1.13B,CA,"2,485,314.91",Information Technology,False,2013-07-25
6,2013-05-07,0.68,$0.56,$1.14B,0.12,$1.15B,CA,"2,485,314.91",Information Technology,False,2013-05-08
7,2012-10-25,0.59,$0.59,$1.17M,0.0,$1.15M,CA,"2,485,314.91",Information Technology,False,2012-10-26
8,2012-07-26,0.63,$0.61,$1.19B,0.02,$1.15B,CA,"2,485,314.91",Information Technology,False,2012-07-27
9,2012-05-10,0.56,$0.52,$1.19B,0.04,$1.19B,CA,"2,485,314.91",Information Technology,False,2012-05-11
10,2013-01-22,0.63,$0.61,$1.17B,0.02,$1.2B,CA,"2,485,314.91",Information Technology,False,2013-01-23
11,2012-01-24,0.65,$0.54,$1.21B,0.11,$1.26B,CA,"2,485,314.91",Information Technology,False,2012-01-25
12,2011-10-26,0.51,$0.49,$1.19B,0.02,$1.2B,CA,"2,485,314.91",Information Technology,False,2011-10-27
13,2011-07-20,0.55,$0.51,$1.15B,0.04,$1.16B,CA,"2,485,314.91",Information Technology,False,2011-07-21
14,2011-05-12,0.48,$0.50,$1.16B,-0.02,$1.13B,CA,"2,485,314.91",Information Technology,False,2011-05-13
15,2011-01-25,0.51,$0.49,$1.14B,0.02,$1.17M,CA,"2,485,314.91",Information Technology,False,2011-01-26
4,2013-10-25,1.45,$1.30,$3.83B,0.15,$3.9B,LEA,"2,479,008.54",Consumer Discretionary,True,2013-10-25
5,2013-07-26,1.62,$1.34,$3.87B,0.28,$4.1B,LEA,"2,479,008.54",Consumer Discretionary,True,2013-07-26
6,2013-04-25,1.3,$1.09,$3.68B,0.21,$3.9B,LEA,"2,479,008.54",Consumer Discretionary,True,2013-04-25
7,2013-02-01,1.48,$1.35,$3.5B,0.13,$3.72B,LEA,"2,479,008.54",Consumer Discretionary,True,2013-02-01
8,2012-08-02,1.35,$1.30,$3.67B,0.05,$3.67B,LEA,"2,479,008.54",Consumer Discretionary,True,2012-08-02
9,2012-10-26,1.23,$1.19,$3.43B,0.04,$3.5B,LEA,"2,479,008.54",Consumer Discretionary,True,2012-10-26
10,2012-05-03,1.38,$1.22,$3.6B,0.16,$3.64B,LEA,"2,479,008.54",Consumer Discretionary,True,2012-05-03
11,2012-02-02,1.03,$1.18,$3.48B,-0.15,$3.51B,LEA,"2,479,008.54",Consumer Discretionary,True,2012-02-02
12,2011-10-28,1.08,$1.12,$3.24B,-0.04,$3.5B,LEA,"2,479,008.54",Consumer Discretionary,True,2011-10-28
13,2011-08-04,1.65,$1.29,$3.44B,0.36,$3.68B,LEA,"2,479,008.54",Consumer Discretionary,True,2011-08-04
14,2011-04-29,1.46,$1.15,$3.28B,0.31,$3.51B,LEA,"2,479,008.54",Consumer Discretionary,True,2011-04-29
15,2011-02-01,2.38,$1.79,$2.92B,0.59,$3.16B,LEA,"2,479,008.54",Consumer Discretionary,True,2011-02-01
4,2013-12-04,0.56,$0.55,$505.82M,0.01,$504.9M,SNPS,"2,476,189.08",Information Technology,False,2013-12-05
5,2013-08-22,0.55,$0.54,$481.9M,0.01,$482.9M,SNPS,"2,476,189.08",Information Technology,False,2013-08-23
6,2013-05-22,0.66,$0.63,$496.27M,0.03,$499.3M,SNPS,"2,476,189.08",Information Technology,False,2013-05-23
7,2013-02-20,0.67,$0.50,$473.12M,0.17,$475.1M,SNPS,"2,476,189.08",Information Technology,False,2013-02-21
8,2012-08-22,0.55,$0.50,$443.94M,0.05,$443.7M,SNPS,"2,476,189.08",Information Technology,False,2012-08-23
9,2012-12-05,0.47,$0.47,$445.63M,0.0,$454.2M,SNPS,"2,476,189.08",Information Technology,False,2012-12-06
10,2012-05-23,0.53,$0.55,$417.26M,-0.02,$432.6M,SNPS,"2,476,189.08",Information Technology,False,2012-05-24
11,2012-02-22,0.56,$0.52,$416.53M,0.04,$425.5M,SNPS,"2,476,189.08",Information Technology,False,2012-02-23
12,2011-11-30,0.45,$0.45,$390.11M,0.0,$390.5M,SNPS,"2,476,189.08",Information Technology,False,2011-12-01
13,2011-08-17,0.46,$0.43,$382.44M,0.03,$386.8M,SNPS,"2,476,189.08",Information Technology,False,2011-08-18
14,2011-05-18,0.45,$0.45,$390.6M,0.0,$393.7M,SNPS,"2,476,189.08",Information Technology,False,2011-05-19
15,2011-02-16,0.44,$0.40,$365.18M,0.04,$364.6M,SNPS,"2,476,189.08",Information Technology,False,2011-02-17
4,2013-10-31,0.94,$0.92,$1.12B,0.02,$1.05B,SCG,"2,467,533.90",Utilities,True,2013-10-31
6,2013-04-25,1.13,$1.03,$1.22B,0.1,$1.31B,SCG,"2,467,533.90",Utilities,True,2013-04-25
8,2012-11-06,0.91,$0.89,$1.08B,0.02,$1.04B,SCG,"2,467,533.90",Utilities,True,2012-11-06
10,2012-05-03,0.91,$1.06,$1.28B,-0.15,$1.11B,SCG,"2,467,533.90",Utilities,True,2012-05-03
11,2012-02-15,0.76,$0.79,$1.18B,-0.03,$1.03B,SCG,"2,467,533.90",Utilities,True,2012-02-15
12,2011-10-26,0.81,$0.78,$1.08B,0.03,$1.09B,SCG,"2,467,533.90",Utilities,True,2011-10-26
13,2011-08-04,0.43,$0.48,$917.52M,-0.05,$1B,SCG,"2,467,533.90",Utilities,True,2011-08-04
14,2011-04-27,1.0,$0.98,$1.36B,0.02,$1.28B,SCG,"2,467,533.90",Utilities,True,2011-04-27
15,2011-02-11,0.74,$0.73,$1.1B,0.01,$1.15B,SCG,"2,467,533.90",Utilities,True,2011-02-11
2,2013-04-24,0.68,$0.79,$1.14B,-0.11,$1.14B,RJF,"2,465,415.75",Financials,False,2013-04-25
3,2013-01-23,0.69,$0.68,$1.08B,0.01,$1.11B,RJF,"2,465,415.75",Financials,False,2013-01-24
5,2012-01-25,0.53,$0.53,$797.45M,0.0,$798.8M,RJF,"2,465,415.75",Financials,False,2012-01-26
6,2011-10-19,0.52,$0.55,$814.74M,-0.03,$817.8M,RJF,"2,465,415.75",Financials,False,2011-10-20
7,2011-07-20,0.59,$0.45,$838.1M,0.14,$850.4M,RJF,"2,465,415.75",Financials,False,2011-07-21
8,2011-04-20,0.64,$0.62,$824.49M,0.02,$852.1M,RJF,"2,465,415.75",Financials,False,2011-04-21
10,2011-01-19,0.65,$0.53,$758.52M,0.12,$813.8M,RJF,"2,465,415.75",Financials,False,2011-01-20
5,2013-08-01,0.5,$0.49,$123.77M,0.01,$126.2M,EXR,"2,461,666.80",Real Estate,False,2013-08-02
6,2013-04-29,0.46,$0.44,$111.69M,0.02,$119.32M,EXR,"2,461,666.80",Real Estate,False,2013-04-30
7,2013-02-21,0.46,$0.43,$110.08M,0.03,$113.7M,EXR,"2,461,666.80",Real Estate,False,2013-02-22
9,2012-07-30,0.38,$0.35,$86.71M,0.03,$94.95M,EXR,"2,461,666.80",Real Estate,False,2012-07-31
10,2012-04-30,0.33,$0.33,$80.09M,0.0,$84.4M,EXR,"2,461,666.80",Real Estate,False,2012-05-01
15,2011-02-22,0.29,$0.24,$65.27M,0.05,$73.2M,EXR,"2,461,666.80",Real Estate,False,2011-02-23
5,2013-07-19,0.19,$0.22,$1.75B,-0.03,$1.76B,IPG,"2,454,352.96",Consumer Discretionary,True,2013-07-19
7,2013-02-22,0.56,$0.53,$2.07B,0.03,$2.06B,IPG,"2,454,352.96",Consumer Discretionary,True,2013-02-22
8,2012-10-26,0.16,$0.17,$1.7B,-0.01,$1.67B,IPG,"2,454,352.96",Consumer Discretionary,True,2012-10-26
9,2012-02-24,0.5,$0.39,$2.08B,0.11,$2.07B,IPG,"2,454,352.96",Consumer Discretionary,True,2012-02-24
10,2011-10-28,0.16,$0.10,$1.65B,0.06,$1.73B,IPG,"2,454,352.96",Consumer Discretionary,True,2011-10-28
11,2011-07-28,0.19,$0.20,$1.75B,-0.01,$1.74B,IPG,"2,454,352.96",Consumer Discretionary,True,2011-07-28
12,2011-04-28,-0.1,-$0.10,$1.45B,0.0,$1.47B,IPG,"2,454,352.96",Consumer Discretionary,True,2011-04-28
13,2011-02-25,0.36,$0.31,$1.91B,0.05,$2.01B,IPG,"2,454,352.96",Consumer Discretionary,True,2011-02-25
5,2012-11-06,7.41,$4.37,$1.18B,3.04,$1.23B,Y,"2,443,547.59",Financials,False,2012-11-07
7,2012-02-23,4.38,$2.88,$232.93M,1.5,$282.01M,Y,"2,443,547.59",Financials,False,2012-02-24
4,2013-05-23,0.4,$0.17,$128.01M,0.23,$163.4M,ALKS,"2,435,460.30",Health Care,True,2013-05-23
5,2013-01-31,0.34,$0.23,$130.81M,0.11,$135.9M,ALKS,"2,435,460.30",Health Care,True,2013-01-31
6,2013-07-25,0.3,$0.22,$131.5M,0.08,$138.6M,ALKS,"2,435,460.30",Health Care,True,2013-07-25
7,2012-11-01,0.17,$0.11,$121.62M,0.06,$124M,ALKS,"2,435,460.30",Health Care,True,2012-11-01
8,2012-07-26,0.39,$0.16,$128M,0.23,$152.2M,ALKS,"2,435,460.30",Health Care,True,2012-07-26
9,2012-05-17,-0.14,-$0.16,$125.88M,0.02,$130.5M,ALKS,"2,435,460.30",Health Care,True,2012-05-17
10,2012-02-02,-0.11,-$0.21,$113.94M,0.1,$125.6M,ALKS,"2,435,460.30",Health Care,True,2012-02-02
11,2011-11-03,-0.22,-$0.09,$67.71M,-0.13,$72M,ALKS,"2,435,460.30",Health Care,True,2011-11-03
12,2011-08-01,-0.14,-$0.12,$52.67M,-0.02,$61.9M,ALKS,"2,435,460.30",Health Care,True,2011-08-01
13,2011-05-18,-0.14,-$0.14,$46.32M,0.0,$42.28M,ALKS,"2,435,460.30",Health Care,True,2011-05-18
3,2013-11-26,0.73,$0.58,$889.51M,0.15,$911M,TIF,"2,378,223.10",Consumer Discretionary,True,2013-11-26
4,2013-08-27,0.83,$0.74,$941.37M,0.09,$926M,TIF,"2,378,223.10",Consumer Discretionary,True,2013-08-27
5,2013-05-28,0.7,$0.52,$855.14M,0.18,$895M,TIF,"2,378,223.10",Consumer Discretionary,True,2013-05-28
6,2013-03-22,1.4,$1.36,$1.25B,0.04,$1.2B,TIF,"2,378,223.10",Consumer Discretionary,True,2013-03-22
7,2012-11-29,0.49,$0.63,$857.49M,-0.14,$853M,TIF,"2,378,223.10",Consumer Discretionary,True,2012-11-29
8,2012-08-27,0.72,$0.73,$890.85M,-0.01,$887M,TIF,"2,378,223.10",Consumer Discretionary,True,2012-08-27
9,2012-05-24,0.64,$0.69,$816.85M,-0.05,$819M,TIF,"2,378,223.10",Consumer Discretionary,True,2012-05-24
10,2012-03-20,1.39,$1.42,$1.18B,-0.03,$1.19B,TIF,"2,378,223.10",Consumer Discretionary,True,2012-03-20
11,2011-11-29,0.7,$0.61,$802.14M,0.09,$821.8M,TIF,"2,378,223.10",Consumer Discretionary,True,2011-11-29
12,2011-08-26,0.86,$0.70,$785.35M,0.16,$872.7M,TIF,"2,378,223.10",Consumer Discretionary,True,2011-08-26
13,2011-05-26,0.67,$0.57,$703.32M,0.1,$761M,TIF,"2,378,223.10",Consumer Discretionary,True,2011-05-26
14,2011-03-21,1.41,$1.39,$1.1B,0.02,$1.1B,TIF,"2,378,223.10",Consumer Discretionary,True,2011-03-21
3,2013-12-09,2.3,$2.24,$2.22B,0.06,$2.26B,PVH,"2,368,077.44",Consumer Discretionary,False,2013-12-10
4,2013-09-09,1.39,$1.37,$1.89B,0.02,$1.97B,PVH,"2,368,077.44",Consumer Discretionary,False,2013-09-10
5,2013-06-12,1.91,$1.35,$1.91B,0.56,$1.94B,PVH,"2,368,077.44",Consumer Discretionary,False,2013-06-13
6,2013-03-27,1.6,$1.50,$1.6B,0.1,$1.64B,PVH,"2,368,077.44",Consumer Discretionary,False,2013-03-28
7,2012-11-27,2.34,$2.30,$1.64B,0.04,$1.64B,PVH,"2,368,077.44",Consumer Discretionary,False,2012-11-28
8,2012-08-27,1.25,$1.20,$1.34B,0.05,$1.34B,PVH,"2,368,077.44",Consumer Discretionary,False,2012-08-28
9,2012-05-23,1.3,$1.26,$1.4B,0.04,$1.43B,PVH,"2,368,077.44",Consumer Discretionary,False,2012-05-24
10,2012-03-27,1.18,$1.10,$1.5B,0.08,$1.53B,PVH,"2,368,077.44",Consumer Discretionary,False,2012-03-28
12,2011-08-30,1.07,$0.95,$1.28B,0.12,$1.33B,PVH,"2,368,077.44",Consumer Discretionary,False,2011-08-31
13,2011-05-31,1.23,$1.16,$1.34B,0.07,$1.26B,PVH,"2,368,077.44",Consumer Discretionary,False,2011-06-01
14,2011-03-28,0.93,$0.82,$1.37B,0.11,$1.4B,PVH,"2,368,077.44",Consumer Discretionary,False,2011-03-29
4,2013-10-22,0.87,$0.84,$2.68B,0.03,$2.7B,CNC,"2,362,731.12",Health Care,True,2013-10-22
5,2013-07-23,0.77,$0.62,$2.63B,0.15,$2.73B,CNC,"2,362,731.12",Health Care,True,2013-07-23
6,2013-04-23,0.42,$0.38,$2.46B,0.04,$2.54B,CNC,"2,362,731.12",Health Care,True,2013-04-23
7,2013-02-05,0.17,$0.32,$2.4B,-0.15,$2.3B,CNC,"2,362,731.12",Health Care,True,2013-02-05
8,2012-10-23,0.78,$0.47,$2.23B,0.31,$2.45B,CNC,"2,362,731.12",Health Care,True,2012-10-23
9,2012-07-24,-0.16,-$0.10,$1.99B,-0.06,$2.11B,CNC,"2,362,731.12",Health Care,True,2012-07-24
10,2012-04-24,0.45,$0.48,$1.64B,-0.03,$1.71B,CNC,"2,362,731.12",Health Care,True,2012-04-24
